turkish;0.0000;0.2952;24.7482;15.6478;0.2779;43.3831;15.4568;0.1910;131.4474
turkish;0.0141;0.2953;25.6785;15.1737;0.3234;43.2007;15.2159;0.0984;129.1409
turkish;0.0135;0.7825;25.9579;14.0853;0.8500;43.7264;14.2337;0.3508;128.6225
turkish;0.0000;0.2374;25.8309;14.7181;0.2226;44.1098;14.6588;0.2226;129.8476
turkish;0.0000;0.3339;25.8288;14.6435;0.2862;44.7174;13.6895;0.5008;132.0923
turkish;0.0000;0.4586;25.2495;14.6749;0.4586;43.3504;15.3763;0.4316;131.5086
turkish;0.0000;0.3988;25.4351;14.5214;0.4351;44.7788;14.4126;0.0181;130.7692
turkish;0.0000;0.2198;25.9736;14.6985;0.2198;43.8442;14.3844;0.6595;131.4536
turkish;0.0000;0.2643;25.0000;14.4292;0.5814;45.0581;14.2442;0.4228;132.3589
turkish;0.0000;0.2113;24.3872;15.2578;0.2113;44.2801;15.2860;0.3663;134.5269
turkish;0.0000;0.2007;26.1814;13.9026;0.2554;44.9553;14.0668;0.4379;132.1376
turkish;0.0000;0.2155;27.3002;13.7686;0.2155;43.5682;14.4365;0.4956;128.7452
turkish;0.0000;0.3583;27.5380;13.5131;0.3583;44.0198;13.7519;0.4607;127.7309
turkish;0.0235;0.8477;25.3591;13.9393;0.8712;43.8192;13.5154;1.6247;136.1268
turkish;0.0000;0.2713;26.0851;14.1486;0.2922;44.7830;14.2738;0.1461;130.8342
turkish;0.0000;0.3815;25.8160;14.7520;0.4875;43.3870;14.9004;0.2755;128.7580
turkish;0.0000;0.1705;24.8521;14.9634;0.1605;44.4489;15.1339;0.2708;133.4197
turkish;0.0000;0.2478;25.4373;14.8834;0.2187;43.9942;15.0146;0.2041;131.2073
turkish;0.0000;0.5910;24.1467;15.2454;0.6272;43.8668;15.0163;0.5066;134.0172
turkish;0.0000;0.1938;26.8734;13.5497;0.2422;45.0743;13.6143;0.4522;129.8912
turkish;0.0000;0.4104;24.6596;15.2770;0.5783;44.0030;14.7734;0.2985;135.4712
turkish;0.0000;0.6066;24.6825;15.3175;0.6445;43.1090;14.9763;0.6635;134.5223
turkish;0.0000;0.4649;25.3487;14.7554;0.5092;43.0153;14.7775;1.1291;132.5668
turkish;0.0000;0.1802;25.4377;15.0618;0.1802;43.6921;15.2935;0.1545;130.1364
turkish;0.0000;0.4074;25.5789;15.3302;0.4288;42.0455;15.7590;0.4503;128.0980
turkish;0.0000;0.1444;24.6287;16.0685;0.1444;42.4711;15.9035;0.6394;130.6548
turkish;0.0000;0.1678;22.6091;16.8519;0.1888;42.0407;17.5231;0.6187;136.4874
turkish;0.0000;1.3210;25.5623;14.5841;1.2139;42.5741;14.4413;0.3035;127.2188
turkish;0.0000;0.2943;25.2453;14.6991;0.2780;44.2446;14.7646;0.4742;131.7884
turkish;0.0178;0.8024;27.1576;13.5877;0.9094;44.3474;12.8388;0.3388;129.2943
turkish;0.0000;1.2792;25.4105;14.3993;1.2792;42.6102;14.7623;0.2593;130.1684
turkish;0.0990;0.0990;25.1485;15.6436;0.1980;42.5743;15.3465;0.8911;130.4625
turkish;0.0000;1.0204;23.1293;15.4762;1.0204;43.3673;14.9660;1.0204;137.1831
turkish;0.0000;0.2005;23.5766;16.1187;0.2005;44.1860;15.5974;0.1203;136.3079
turkish;0.0000;0.4843;27.1186;14.0436;0.4843;43.8257;14.0436;0.0000;127.6265
turkish;0.0000;0.0857;27.5143;13.6286;0.0857;43.9429;13.9143;0.8286;129.2915
turkish;0.0000;0.5282;27.9930;12.3239;0.3521;46.1268;12.5000;0.1761;128.2913
turkish;0.0000;0.2065;26.2216;13.4205;0.2065;46.4556;13.4205;0.0688;133.0377
turkish;0.0000;0.0885;25.9292;14.2478;0.0000;45.3097;14.2478;0.1770;131.5864
turkish;0.0000;0.7299;27.0073;13.5766;0.7299;44.0876;13.7226;0.1460;128.0660
turkish;0.0000;0.4162;24.9740;14.8803;0.4162;44.4329;14.8803;0.0000;130.8333
turkish;0.0000;0.2580;24.8065;15.4810;0.2396;43.5680;15.4626;0.1843;131.5081
turkish;0.0000;0.5754;26.6624;13.8747;0.6394;43.9258;14.3223;0.0000;129.6692
turkish;0.0000;0.1391;26.7038;13.4910;0.1391;45.3408;13.9082;0.2782;132.1016
turkish;0.0000;0.4202;25.4202;15.5462;0.4202;42.4370;15.7563;0.0000;127.4247
turkish;0.0000;0.5027;26.5082;13.6197;0.4570;44.8355;13.9854;0.0914;130.8670
turkish;0.0000;0.1315;27.1532;13.6095;0.0657;45.2991;13.4122;0.3287;129.6530
turkish;0.0000;0.2694;23.6913;16.0701;0.2309;43.0523;15.9546;0.7313;133.3965
turkish;0.0000;0.3872;27.4927;13.6496;0.3872;43.5624;14.2304;0.2904;127.1860
turkish;0.0000;0.3986;26.5376;13.6674;0.3417;44.7039;14.0091;0.3417;129.5558
turkish;0.0000;0.1608;26.2128;14.5001;0.1340;43.7952;14.6878;0.5092;129.4795
turkish;0.0000;0.7380;23.8271;15.9726;0.6326;42.3827;15.9199;0.5271;131.2768
turkish;0.0000;0.5258;26.4307;14.0950;0.5460;44.0445;14.1355;0.2224;128.7512
turkish;0.0000;0.0538;24.1667;15.3226;0.0538;44.3280;15.8871;0.1882;135.8030
turkish;0.0000;0.1035;22.8778;17.2878;0.1035;42.1325;17.3913;0.1035;133.3932
turkish;0.0000;0.0000;25.2737;14.8264;0.0000;44.7294;14.9202;0.2502;132.5320
turkish;0.0000;0.1325;26.5901;14.6201;0.0883;44.0813;14.2668;0.2208;129.0159
